mes_ref,codigo,descricao,valor
julho,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,0.0
julho,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,625.12
julho,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
julho,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,3589.85
julho,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
julho,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,0.0
julho,1.9.1.1.01.0.2.002,M/J MULTAS,221.48
julho,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
julho,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
julho,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,16224.52
julho,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,4686769.2
julho,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
julho,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1757165.44
julho,1.7.2.9.51.0.1.022,SERV ACOLHIMENTO CASA LAR,10000.0
julho,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
julho,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-122670.6
julho,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,50168.3
julho,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-10033.66
julho,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,16218.07
julho,1.7.2.4.50.0.1.001,GLICEMIA,0.0
julho,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,8908.61
julho,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
julho,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,807810.2
julho,1.7.2.4.50.0.1.019,IGM - SUS,0.0
julho,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
julho,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,0.0
julho,1.7.2.4.99.0.1.013,FMAS BENEFICIOS EVENTUAIS,20916.72
julho,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
julho,1.7.2.9.51.0.1.020,INSTITUTO O AMOR,9750.0
julho,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,3000.0
julho,1.7.2.9.51.0.1.004,Media Complexidade - APAE,8500.0
julho,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,6500.0
julho,1.7.2.9.51.0.1.006,Centro Dia,12333.33
julho,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,8649.04
julho,1.7.2.9.51.0.1.008,Migrante,14640.33
julho,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,13750.0
julho,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
julho,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
julho,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
julho,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
julho,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
julho,1.7.2.9.51.0.1.016,PSE ALTA EXPANSÃO,0.0
julho,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
julho,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,29843.02
julho,1.6.9.9.99.0.1.003,SERVIÇOS DE LIGAÇÃO DE AGUA,0.0
julho,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,37168.15
julho,1.6.9.9.99.0.1.001,PRESTAÇÃO DE SERVIÇO PATRULHA AGRICOLA,1291.04
julho,1.1.1.4.51.1.4.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,13815.18
julho,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,185395.67
julho,1.1.2.1.01.0.1.002,TX DE PUBLICIDADE COMERCIAL,9363.13
julho,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,0.0
julho,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,0.0
julho,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,79783.94
julho,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,1515.63
julho,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,731.01
julho,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,6985.82
julho,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,1347.35
julho,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,4181.86
julho,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,21729.24
julho,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,342.24
julho,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,3098.87
julho,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,1005.31
julho,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,8959.26
julho,1.1.2.2.01.0.1.002,REMOÇÃO LIXO DOMICILIAR,513937.65
julho,1.1.2.2.01.0.1.003,TAXA PROTEÇÃO DE ACIDENTES,54003.33
julho,1.1.2.2.01.0.1.005,OUTRAS TAXAS PREST SERVIÇOS,0.0
julho,1.1.2.2.01.0.2.001,M/J TX PREST SERVIÇOS,164.6
julho,1.1.2.2.01.0.2.003,M/J TX PROTEÇÃO DE ACIDENTES,193.11
julho,1.1.2.2.01.0.2.004,M/J REMOÇÃO LIXO,2261.67
julho,1.1.2.2.01.0.2.005,M/J OUT. TAXAS PREST SERVIÇOS,0.0
julho,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,1000.22
julho,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,2943.4
julho,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,14184.22
julho,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,143528.75
julho,1.1.1.4.51.1.3.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,119689.66
julho,1.1.1.4.51.1.2.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,28897.29
julho,1.1.1.4.51.1.1.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,3628574.21
julho,1.1.1.3.03.4.1.000,Imposto sobre a Renda - Retido na Fonte - Outros R,295491.18
julho,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,0.0
julho,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,502.88
julho,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
julho,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,12669.96
julho,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,10329.78
julho,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,18516.44
julho,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1611.56
julho,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,27299.14
julho,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,2416574.74
julho,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
julho,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
julho,2.4.2.2.99.0.1.030,OUTRAS TRANSF. ESTADO - OBRAS,0.0
julho,2.4.2.2.99.0.1.017,Centro de Convivência,0.0
julho,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
julho,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,0.0
julho,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
julho,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,0.0
julho,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,916368.64
julho,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,790.42
julho,1.9.9.9.03.0.1.000,Compensações Financeiras entre o Regime Geral e os,27783.06
julho,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,0.0
julho,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,51672.1
julho,1.1.1.2.50.0.1.001,IMPOSTOS S/PREDIAL URBANO,823878.77
julho,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,526326.67
julho,1.1.1.2.50.0.2.001,IPTU M/J,5208.75
julho,1.1.1.2.50.0.3.001,IPTU DIV ATIVA,617465.13
julho,1.1.1.2.50.0.4.001,M/J DIV ATIVA IPTU,93713.22
julho,1.1.1.3.03.1.1.001,Imposto sobre a Renda - Retido na Fonte - Trabalho,781536.35
julho,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
julho,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,18.27
julho,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,923.85
julho,1.1.2.2.01.0.4.003,M/J DIV ATIVA TX PROT ACIDENTES,1599.3
julho,1.3.2.1.01.0.1.023,REC REM EDUCAÇÃO - FEDERAL,42835.66
julho,1.3.2.1.01.0.1.024,REC REM ASS SOCIAL - ESTADUAL,6783.75
julho,1.3.2.1.01.0.1.025,REC REM ASS SOCIAL - FEDERAL,1727.08
julho,1.3.2.1.04.0.1.000,Remuneração dos Recursos do Regime Próprio de Prev,30146.04
julho,1.3.2.2.01.0.1.001,DIVIDENDOS,3.36
julho,1.3.3.9.99.0.1.002,OUTORGA VARIÁVEL,25727.13
julho,1.6.1.1.01.0.1.001,TARIFA DE MANIFESTAÇÃO DE ORGÃO AMBIENTAL,36.48
julho,1.6.1.1.01.0.1.004,VISTORIA DE SUPRESSÃO DE ARVORE EM CALÇADA,634.78
julho,1.6.1.1.01.0.1.005,TARIFAS DE CONSUMO DE AGUA,329.4
julho,9.6.1.1.01.0.1.005,DESCONTOS SOCIAIS - ÁGUA,0.0
julho,1.6.1.1.01.0.1.006,TARIFS UTIL. ESGOTO SANITARIO,320.13
julho,9.6.1.1.01.0.1.006,DESCONTOS SOCIAIS ESGOTO,0.0
julho,1.6.1.1.01.0.1.007,TARIFA ESGOTO REFERENTE POÇO,0.0
julho,1.3.2.1.01.0.1.022,REC REM EDUCAÇÃO - ESTADUAL,2285.33
julho,1.6.1.1.01.0.1.018,TARIFAS DE DISPOSIÇÃO DE RESIDUOS CONSTR.CIVIL,18542.75
julho,1.6.1.1.01.0.1.021,AUTORIZAÇÃO DE CORTE DE ARVORE ISOLADA,0.0
julho,1.6.1.1.01.0.1.022,PARECER TECNICO AMBIENTAL,259.14
julho,1.6.1.1.01.0.1.023,CERTIDÃO NEGATIVA DE DEBITOS AMBIENTAIS,1036.56
julho,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,7.75
julho,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,64.2
julho,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,0.0
julho,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,9789.17
julho,9.6.1.1.01.0.3.001,DESCONTOS SOCIAIS DIV ATIVA AGUA,0.0
julho,1.6.1.1.01.0.3.002,TARIFA AMPLIAÇÃO DIVIDA RECONHECIDA,5106.27
julho,9.6.1.1.01.0.3.002,DESCONTOS SOCIAIS DIV ATIVA ESGOTO,0.0
julho,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,0.0
julho,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,141.6
julho,1.6.2.1.02.0.1.001,Serviços de Transporte de Passageiros ou Mercadori,67386.83
julho,1.6.1.1.01.0.1.020,CERTIFICADO DE DISPENSA DE LICENÇA CDL,259.14
julho,1.6.9.9.99.0.1.002,OUTROS SERVIÇOS,1850.48
julho,1.3.2.1.01.0.1.021,REC REND DUODECIMO CAMARA,6.0
julho,1.3.2.1.01.0.1.019,REC REND SAUDE ESTADO,40019.62
julho,1.1.2.2.01.0.4.004,M/J DIV ATIVA REMOÇÃO LIXO,19379.6
julho,1.1.2.2.01.0.4.005,M/J DA OUT. TAXAS PREST SERVIÇOS,0.0
julho,1.2.1.5.01.1.1.001,Contribuição do Servidor Civil Ativo - Câmara,17372.18
julho,1.2.1.5.01.1.1.002,Contribuição do Servidor Civil Ativo - Prefeitura,876261.63
julho,1.2.1.5.01.1.1.004,Contribuição do Servidor Civil Ativo - Instituto,1031.06
julho,1.2.1.5.01.2.1.003,CONTRIB.SERVIDOR CIVIL INATIVO-INSTITUTO,12010.59
julho,1.2.1.5.01.3.1.003,CONTRIB.SERVIDOR CIVIL-PENSIONISTAS-INSTITUTO,1538.79
julho,1.2.4.1.50.0.1.000,Contribuição para o Custeio do Serviço de Iluminaç,477187.61
julho,1.2.4.1.50.0.2.000,Contribuição para o Custeio do Serviço de Iluminaç,435.81
julho,1.2.4.1.50.0.3.000,Contribuição para o Custeio do Serviço de Iluminaç,18960.62
julho,1.2.4.1.50.0.4.000,Contribuição para o Custeio do Serviço de Iluminaç,2310.91
julho,1.3.1.1.01.1.1.001,ALUGUEIS,2181.42
julho,1.3.1.1.01.1.2.001,M/J ALUGUEIS,0.0
julho,1.3.2.1.01.0.1.020,REC REND SAUDE FEDERAL,60976.48
julho,1.3.1.1.01.1.3.001,DIV ATIVA ALUGUEIS,0.0
julho,1.3.1.1.02.0.2.001,M/J CONCESSÃO DE ESPAÇO,0.0
julho,1.3.1.1.02.0.3.001,D A CONCESSÃO DE ESPAÇO,0.0
julho,1.3.1.1.02.0.4.001,M/J D A CONCESSÃO DE ESPAÇO,0.0
julho,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,1125192.46
julho,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,4952.27
julho,1.3.2.1.01.0.1.002,REC REM DEP BANC ROYALTIES,64.84
julho,1.3.2.1.01.0.1.004,REC REM DEP BANC MDE,1180.08
julho,1.3.2.1.01.0.1.005,REC REM SERVIÇOS AÇÕES DE SAUDE,6191.68
julho,1.3.2.1.01.0.1.007,REC REM DEP BANC FNAS,12478.42
julho,1.3.2.1.01.0.1.008,REC REM OUT DEP REC VINCULADOS,3265.0
julho,1.3.2.1.01.0.1.010,REC REM DEP BANC CIDE,164.73
julho,1.3.2.1.01.0.1.014,REC REND DE BANC FUNDEB,50676.8
julho,1.3.2.1.01.0.1.018,RENDIMENTOS ESCOLA PROFISSIONAL,316.71
julho,1.3.1.1.01.1.4.001,M/J DIV ATIVA ALUGUEIS,0.0
julho,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,0.0
agosto,1.1.1.2.50.0.1.001,IMPOSTOS S/PREDIAL URBANO,819217.92
agosto,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
agosto,1.7.1.7.52.0.1.004,IGD-SUAS IND GEST DESC MUN SIST UNICO ASS SOCIAL,0.0
agosto,1.7.1.7.52.0.1.005,PROGRAMA PRIMEIRA INFANCIA NO SUAS- CRIANÇA FELIZ,0.0
agosto,1.7.1.7.52.0.1.018,Bloco Proteção Social Básica,8436.0
agosto,1.7.1.7.52.0.1.019,Bloco Proteção Social Especial,16321.11
agosto,1.7.1.7.52.0.1.021,PROCAD SUAS,0.0
agosto,1.7.1.7.99.0.1.001,OUTRAS TRASNF UNIAO ASS SOCIAL,0.0
agosto,1.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,6482874.15
agosto,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1296574.81
agosto,1.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,655813.71
agosto,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-131162.81
agosto,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,44317.88
agosto,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-8863.58
agosto,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,0.0
agosto,1.7.2.4.50.0.1.001,GLICEMIA,0.0
agosto,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,0.0
agosto,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
agosto,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,534824.07
agosto,1.7.2.4.50.0.1.019,IGM - SUS,0.0
agosto,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
agosto,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,339936.86
agosto,1.7.2.4.99.0.1.013,FMAS BENEFICIOS EVENTUAIS,0.0
agosto,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
agosto,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,3000.0
agosto,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,19665.99
agosto,1.7.2.9.51.0.1.004,Media Complexidade - APAE,8500.0
agosto,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,6500.0
agosto,1.7.2.9.51.0.1.006,Centro Dia,12333.33
agosto,1.7.1.7.52.0.1.003,IGD-BF IND GESTÃO DESC MUN PROG BOLSA FAMILIA,8643.79
agosto,1.7.1.4.99.0.1.001,OUTRAS TRANSF UNIAO EDUCAÇÃO,0.0
agosto,1.7.1.4.53.0.1.000,FNDE PNATE,0.0
agosto,1.7.1.4.52.0.1.000,FNDE PNAE,144564.0
agosto,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,2162.98
agosto,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,0.0
agosto,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
agosto,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,96925.74
agosto,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,6000.0
agosto,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,32357.0
agosto,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,246300.0
agosto,1.7.1.3.50.1.1.025,APS - INCENT. FINANC. EQUIPES MULTIPROFISSIONAIS,16750.0
agosto,1.7.1.3.50.1.1.027,APS -INCENT FINANC COMP PER CAPITA BASE POPULACION,28114.25
agosto,1.7.1.3.50.1.1.042,AGENTES COMUNITARIOS DE SAUDE,81972.0
agosto,1.7.1.3.50.1.1.045,PAB - IMPLEM. POLITICAS REDE ALYNE,0.0
agosto,1.7.1.3.50.1.1.046,UBS -NOVO PAC SELEÇÕES,0.0
agosto,9.7.1.3.50.2.1.000,TRANSFERENCIAS MAC,-165301.74
agosto,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,8649.04
agosto,1.7.1.3.50.2.1.001,MAC UPA,300000.0
agosto,1.7.1.3.50.2.1.003,MAC MANUTENÇÃO,108105.82
agosto,1.7.1.3.50.2.1.004,MAC MELHOR EM CASA,72800.0
agosto,1.7.1.3.50.2.1.005,MAC SAMU,28494.7
agosto,1.7.1.3.50.2.1.025,FAEC - PRÉ-CIRÚRGICO EM CIRURGIAS PRIORITÁRIAS,565.6
agosto,1.7.1.3.50.2.1.026,FAEC - NEFROLOGIA,0.0
agosto,1.7.1.3.50.3.1.001,VIGILANCIA EM SAUDE,8939.48
agosto,1.7.1.3.50.3.1.002,COMBATE A ENDEMIAS,78936.0
agosto,1.7.1.3.50.3.1.003,AÇÕES DE VIGILANCIA SANITARIA,5672.0
agosto,1.7.1.3.50.3.1.004,FNS AIDS,9414.91
agosto,1.7.1.3.50.4.1.001,ASS FARMACEUTICA,26665.48
agosto,1.7.1.3.50.5.1.004,FMS PISO ENFERMAGEM,130506.22
agosto,1.7.1.3.99.0.1.001,OUTRAS TRANSFERÊNCIAS UNIÃO - SAÚDE,0.0
agosto,1.7.1.4.50.0.1.000,SALARIO EDUCAÇÃO-QESE,250771.61
agosto,1.7.1.3.50.2.1.002,MAC SANTA CASA,416475.09
agosto,1.7.2.9.51.0.1.008,Migrante,14640.33
agosto,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,13750.0
agosto,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
agosto,1.9.1.1.14.0.1.001,OLIMPIA MULTAS DE TRANSITO,17112.61
agosto,1.9.2.1.99.0.1.001,Outras Indenizações - Principal,0.0
agosto,1.9.2.2.99.0.1.001,Outras Restituições - Principal,16112.48
agosto,1.9.2.2.99.0.1.001,Outras Restituições - Principal,0.0
agosto,1.9.2.2.99.0.1.003,Restituições,0.0
agosto,1.9.2.2.99.0.1.004,Restituições,0.0
agosto,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,0.0
agosto,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,0.0
agosto,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,0.0
agosto,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,25836.05
agosto,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,0.0
agosto,1.9.9.9.03.0.1.000,Compensações Financeiras entre o Regime Geral e os,42589.06
agosto,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,1686.65
agosto,1.9.1.1.09.0.4.001,Multas e Juros Previstos em Contratos - Dívida Ati,0.0
agosto,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,-1449615.72
agosto,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
agosto,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
agosto,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,0.0
agosto,2.4.2.2.99.0.1.017,Centro de Convivência,0.0
agosto,2.4.2.2.99.0.1.030,OUTRAS TRANSF. ESTADO - OBRAS,0.0
agosto,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
agosto,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
agosto,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,602477.22
agosto,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,36960.27
agosto,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1628.92
agosto,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,0.0
agosto,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,5164.89
agosto,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,0.0
agosto,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,9988461.62
agosto,9.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,-18796.68
agosto,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
agosto,1.9.1.1.09.0.1.001,MULTA PREVISTA EM CONTRATOS,0.0
agosto,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
agosto,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
agosto,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
agosto,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
agosto,1.7.2.9.51.0.1.016,PSE ALTA EXPANSÃO,0.0
agosto,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
agosto,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
agosto,1.7.2.9.51.0.1.020,INSTITUTO O AMOR,9750.0
agosto,1.7.2.9.51.0.1.022,SERV ACOLHIMENTO CASA LAR,10000.0
agosto,1.7.2.9.51.0.1.023,SERV DE ACOLHIMENTO PARA IDOSOS,5000.0
agosto,1.7.2.9.99.0.1.001,OUTRAS TRANSF ESTADO EDUCAÇÃO,0.0
agosto,1.7.2.9.99.0.1.005,OUTRAS TRANSFERENCIAS ESTADO - ASS SOCIAL,0.0
agosto,1.7.3.9.99.0.1.001,CASA ABRIGO ADOLESCENTE,13636.87
agosto,1.9.1.1.09.0.2.001,MULTA PREVISTA EM CONTRATOS,0.0
agosto,1.7.3.9.99.0.1.002,CASA ABRIGO NOSSO LAR,3000.0
agosto,1.7.4.1.99.0.1.002,DOAÇÕES FUNDO DO IDOSO,0.0
agosto,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,3676098.81
agosto,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,10467.98
agosto,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
agosto,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
agosto,1.9.1.1.01.0.2.002,M/J MULTAS,84.52
agosto,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,60.85
agosto,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
agosto,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,48903.39
agosto,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
agosto,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,6153.09
agosto,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,33.88
agosto,1.9.1.1.06.1.2.001,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,0.0
agosto,1.7.4.1.99.0.1.001,DOAÇÕES FUNDO CRIANÇA E ADOLESCENTE,0.0
agosto,7.9.9.9.01.0.1.001,APORTES PARA COBERTURA DE DEFICIT,40476.2
agosto,1.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,93983.41
agosto,1.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,5019349.42
agosto,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,22446.35
agosto,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,9663.52
agosto,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,10565.3
agosto,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,147642.92
agosto,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
agosto,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,8705.49
agosto,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,1629.19
