mes_ref,codigo,descricao,valor
abril,1.6.9.9.99.0.1.007,MUDANÇA DE CAVALETE,29.76
abril,1.6.9.9.99.0.1.005,SERVIÇOS DE RELIGAÇÃO DE AGUA,0.0
abril,1.6.9.9.99.0.1.004,SERVIÇOS DE LIGAÇÃO DE ESGOTOS,0.0
abril,1.6.9.9.99.0.1.003,SERVIÇOS DE LIGAÇÃO DE AGUA,0.0
abril,1.6.9.9.99.0.1.002,OUTROS SERVIÇOS,1780.93
abril,1.6.9.9.99.0.1.001,PRESTAÇÃO DE SERVIÇO PATRULHA AGRICOLA,0.0
abril,1.6.2.1.02.0.1.001,Serviços de Transporte de Passageiros ou Mercadori,60774.73
abril,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,363.03
abril,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,0.0
abril,9.6.1.1.01.0.3.002,DESCONTOS SOCIAIS DIV ATIVA ESGOTO,-12.28
abril,1.6.1.1.01.0.3.002,TARIFA AMPLIAÇÃO DIVIDA RECONHECIDA,5106.27
abril,9.6.1.1.01.0.3.001,DESCONTOS SOCIAIS DIV ATIVA AGUA,-15.35
abril,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,7557.0
abril,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,93.46
abril,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,4036.95
abril,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,939906.75
abril,1.3.1.1.02.0.4.001,M/J D A CONCESSÃO DE ESPAÇO,0.0
abril,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,22641.71
abril,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,1121.12
abril,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,13572.08
abril,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,82.45
abril,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,25185.45
abril,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,740.4
abril,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,4224.29
abril,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,22411.46
abril,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,702.91
abril,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,260.82
abril,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,63218.92
abril,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,0.0
abril,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,41410.53
abril,1.1.2.1.01.0.1.002,TX DE PUBLICIDADE COMERCIAL,14940.11
abril,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,199131.83
abril,1.1.1.4.51.1.4.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,12725.51
abril,1.1.1.4.51.1.3.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,78442.37
abril,1.1.1.4.51.1.2.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,17101.48
abril,1.1.1.4.51.1.1.000,Imposto sobre Serviços de Qualquer Natureza - ISSQ,8970455.01
abril,1.1.1.3.03.4.1.000,Imposto sobre a Renda - Retido na Fonte - Outros R,300740.85
abril,1.1.1.3.03.1.1.001,Imposto sobre a Renda - Retido na Fonte - Trabalho,1127731.49
abril,1.1.1.2.50.0.4.001,M/J DIV ATIVA IPTU,180319.27
abril,1.1.1.2.50.0.3.001,IPTU DIV ATIVA,934987.14
abril,1.1.1.2.50.0.2.001,IPTU M/J,3372.69
abril,1.1.1.2.50.0.1.002,IMP. S/PROP. TERRITORIAL URBANA,513310.56
abril,1.1.1.2.50.0.1.001,IMPOSTOS S/PREDIAL URBANO,935271.42
abril,7.9.9.9.01.0.1.002,AMORT. DEFICIT DIV ATIVA/MULTA JUROS INTRA,632.8
abril,1.1.2.2.01.0.1.002,REMOÇÃO LIXO DOMICILIAR,611387.1
abril,1.1.2.2.01.0.1.003,TAXA PROTEÇÃO DE ACIDENTES,60481.15
abril,1.1.2.2.01.0.1.005,OUTRAS TAXAS PREST SERVIÇOS,0.03
abril,1.1.2.2.01.0.2.001,M/J TX PREST SERVIÇOS,112.93
abril,1.3.1.1.02.0.3.001,D A CONCESSÃO DE ESPAÇO,0.0
abril,1.3.1.1.02.0.2.001,M/J CONCESSÃO DE ESPAÇO,91728.48
abril,1.3.1.1.01.1.4.001,M/J DIV ATIVA ALUGUEIS,92.21
abril,1.3.1.1.01.1.3.001,DIV ATIVA ALUGUEIS,122.71
abril,1.3.1.1.01.1.2.001,M/J ALUGUEIS,0.0
abril,1.3.1.1.01.1.1.001,ALUGUEIS,8095.42
abril,1.2.4.1.50.0.4.000,Contribuição para o Custeio do Serviço de Iluminaç,2473.86
abril,1.2.4.1.50.0.3.000,Contribuição para o Custeio do Serviço de Iluminaç,16719.16
abril,1.2.4.1.50.0.2.000,Contribuição para o Custeio do Serviço de Iluminaç,207.14
abril,1.2.4.1.50.0.1.000,Contribuição para o Custeio do Serviço de Iluminaç,518068.64
abril,1.2.1.5.01.3.1.003,CONTRIB.SERVIDOR CIVIL-PENSIONISTAS-INSTITUTO,2467.68
abril,1.2.1.5.01.2.1.003,CONTRIB.SERVIDOR CIVIL INATIVO-INSTITUTO,19413.23
abril,1.2.1.5.01.1.1.004,Contribuição do Servidor Civil Ativo - Instituto,1271.97
abril,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,954.33
abril,1.2.1.5.01.1.1.002,Contribuição do Servidor Civil Ativo - Prefeitura,1007357.15
abril,1.1.2.2.01.0.4.005,M/J DA OUT. TAXAS PREST SERVIÇOS,0.0
abril,1.1.2.2.01.0.4.004,M/J DIV ATIVA REMOÇÃO LIXO,7302.13
abril,1.1.2.2.01.0.4.003,M/J DIV ATIVA TX PROT ACIDENTES,1657.62
abril,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,1913.61
abril,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,13458.06
abril,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
abril,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,152437.54
abril,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,14038.41
abril,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,4691.1
abril,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,8811.58
abril,1.1.2.2.01.0.2.005,M/J OUT. TAXAS PREST SERVIÇOS,0.0
abril,1.1.2.2.01.0.2.004,M/J REMOÇÃO LIXO,1474.34
abril,1.1.2.2.01.0.2.003,M/J TX PROTEÇÃO DE ACIDENTES,125.59
abril,1.2.1.5.01.1.1.001,Contribuição do Servidor Civil Ativo - Câmara,19092.99
abril,1.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,4729963.03
abril,1.3.2.1.01.0.1.005,REC REM SERVIÇOS AÇÕES DE SAUDE,6038.16
abril,1.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,4049.13
abril,1.9.1.1.06.1.2.001,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,0.0
abril,1.9.1.1.01.0.4.005,M/J DIV ATIVA VIOLAÇÃO DE LACRE,45.91
abril,1.9.1.1.01.0.4.001,M/J DIV ATIVA MULTAS,799.45
abril,1.9.1.1.01.0.3.002,MULTA VIOLAÇÃO DE LACRE E OUTROS - DIVIDA ATIVA,0.0
abril,1.9.1.1.01.0.3.001,MULTAS DIV ATIVA INFRAÇÃO,4349.71
abril,1.9.1.1.01.0.2.004,MULTA/ JUROS VIOLAÇÃO DE LACRE,0.0
abril,1.9.1.1.01.0.2.003,MULTA POR VIOLAÇÃO DE LACRE E OUTROS,0.0
abril,1.9.1.1.01.0.2.002,M/J MULTAS,2.51
abril,1.9.1.1.01.0.2.001,MULTA POR ATO DE INFRAÇÃO,0.0
abril,1.9.1.1.01.0.1.002,SOM ALTO - MULTA AUTO DE INFRAÇÃO,0.0
abril,1.9.1.1.01.0.1.001,MULTA POR AUTO DE INFRAÇÃO,8931.78
abril,1.7.5.1.50.0.1.000,TRANSF FUNDO DE MANUTENÇÃO - FUNDEB,4306390.78
abril,1.7.4.1.99.0.1.002,DOAÇÕES FUNDO DO IDOSO,456.95
abril,1.9.1.1.09.0.1.001,MULTA PREVISTA EM CONTRATOS,0.0
abril,1.7.4.1.99.0.1.001,DOAÇÕES FUNDO CRIANÇA E ADOLESCENTE,0.0
abril,1.7.3.9.99.0.1.001,CASA ABRIGO ADOLESCENTE,4333.0
abril,1.7.2.9.99.0.1.005,OUTRAS TRANSFERENCIAS ESTADO - ASS SOCIAL,0.0
abril,1.7.2.9.99.0.1.001,OUTRAS TRANSF ESTADO EDUCAÇÃO,0.0
abril,1.7.2.9.51.0.1.020,INSTITUTO O AMOR,8750.0
abril,1.7.2.9.51.0.1.019,CUST SERV VIG SOCIOASSIST,0.0
abril,1.7.2.9.51.0.1.018,VIG SOCIOASSISTENCIAL ESTADO,0.0
abril,1.7.2.9.51.0.1.016,PSE ALTA EXPANSÃO,1000.0
abril,1.7.2.9.51.0.1.015,Serv. complementação alimentar à famílias em vul,0.0
abril,1.7.2.9.51.0.1.014,Serv. funerais destinados à famílias em vulnerabil,0.0
abril,1.7.2.9.51.0.1.013,Serv. dest. nascimento/gestação de famílias em vul,0.0
abril,1.7.2.9.51.0.1.011,AÇÕES DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHER,0.0
abril,1.7.2.9.51.0.1.010,FRENTE FRIA,0.0
abril,1.7.2.9.51.0.1.009,Alta Complexidade - Abrigo São José,8750.0
abril,1.7.3.9.99.0.1.002,CASA ABRIGO NOSSO LAR,3000.0
abril,1.7.2.9.51.0.1.008,Migrante,6307.0
abril,1.9.1.1.09.0.2.001,MULTA PREVISTA EM CONTRATOS,0.0
abril,1.9.1.1.09.0.4.001,Multas e Juros Previstos em Contratos - Dívida Ati,0.0
abril,7.9.2.3.99.0.1.003,Outros Ressarcimentos - Câmara,6334.98
abril,9.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,-945992.58
abril,7.9.2.3.99.0.1.001,Outros Ressarcimentos - Daemo,37032.88
abril,7.2.1.5.02.1.1.004,Contribuição Patronal-Serv. Civil Ativo-Instituto,1998.82
abril,7.2.1.5.02.1.1.002,Contribuição Patronal - Serv. Civil Ativo - Câmara,30003.29
abril,7.2.1.5.02.1.1.001,Contribuição Patronal-Serv. Civil Ativo-Prefeitura,2587723.85
abril,2.4.2.2.99.0.1.037,DADETUR - CENTRO CULTURAL,0.0
abril,2.4.2.2.99.0.1.034,AMPLIAÇÃO CRECHE DONA BENTA,0.0
abril,2.4.2.2.99.0.1.030,OUTRAS TRANSF. ESTADO - OBRAS,0.0
abril,2.4.2.2.99.0.1.017,Centro de Convivência,382500.0
abril,2.4.2.2.99.0.1.009,CASA DA JUVENTUDE,0.0
abril,2.4.2.2.50.0.1.003,UBS Qualivida,0.0
abril,2.4.1.9.99.0.1.012,OUTRAS TRANS. FEDERAL - OBRAS,0.0
abril,1.9.1.1.09.0.3.001,D A MULTA PREV. EM CONTRATOS,0.0
abril,2.2.2.1.01.0.1.001,ALIENAÇÃO DE BENS IMOVEIS,0.0
abril,1.9.9.9.12.2.1.001,Ônus de Sucumbência - Principal,2029.88
abril,1.9.9.9.03.0.1.000,Compensações Financeiras entre o Regime Geral e os,161502.5
abril,1.9.2.3.99.0.2.001,M/J CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,0.0
abril,1.9.2.3.99.0.1.001,CONTRIBUIÇÃO SOCIAL LOTEAMENTOS,25836.05
abril,1.9.2.2.99.0.4.001,M/J DIV ATIVA OUTRAS RESTITUIÇÕES,9.64
abril,1.9.2.2.99.0.3.001,DIV ATIVA OUTRA RESTITUIÇÕES,12.83
abril,1.9.2.2.99.0.2.001,M/J OUTRAS RESTITUIÇÕES,48.04
abril,1.9.2.2.99.0.1.004,Restituições,471.12
abril,1.9.2.2.99.0.1.003,Restituições,0.0
abril,1.9.2.2.99.0.1.001,Outras Restituições - Principal,0.0
abril,1.9.2.2.99.0.1.001,Outras Restituições - Principal,174214.82
abril,1.9.2.1.99.0.1.001,Outras Indenizações - Principal,0.0
abril,1.9.1.1.14.0.1.001,OLIMPIA MULTAS DE TRANSITO,29615.24
abril,2.2.1.3.01.0.1.001,ALIENAÇÃO DE BENS MOVEIS,0.0
abril,1.7.2.9.51.0.1.007,L.A. Serv Prot Social Adoles Liberdade Assist,1000.0
abril,7.9.2.3.99.0.1.002,Outros Ressarcimentos - Instituto,13852.89
abril,1.7.2.9.51.0.1.005,PAEFI-Serv Prot Especializado a Fam e Individuo,1500.0
abril,1.7.1.3.99.0.1.001,OUTRAS TRANSFERÊNCIAS UNIÃO - SAÚDE,0.0
abril,1.7.1.3.50.5.1.004,FMS PISO ENFERMAGEM,126238.25
abril,1.7.1.3.50.4.1.001,ASS FARMACEUTICA,24094.87
abril,1.7.1.3.50.3.1.004,FNS AIDS,9414.91
abril,1.7.1.3.50.3.1.003,AÇÕES DE VIGILANCIA SANITARIA,0.0
abril,1.7.1.3.50.3.1.002,COMBATE A ENDEMIAS,81972.0
abril,1.7.1.3.50.3.1.001,VIGILANCIA EM SAUDE,36351.35
abril,1.7.1.3.50.2.1.026,FAEC - NEFROLOGIA,133398.87
abril,1.7.1.3.50.2.1.025,FAEC - PRÉ-CIRÚRGICO EM CIRURGIAS PRIORITÁRIAS,961.52
abril,1.7.1.3.50.2.1.005,MAC SAMU,28494.7
abril,1.7.1.3.50.2.1.004,MAC MELHOR EM CASA,72800.0
abril,1.7.1.3.50.2.1.003,MAC MANUTENÇÃO,108105.82
abril,1.7.1.3.50.2.1.002,MAC SANTA CASA,416475.09
abril,1.7.1.3.50.2.1.001,MAC UPA,300000.0
abril,9.7.1.3.50.2.1.000,TRANSFERENCIAS MAC,-165301.74
abril,1.7.1.3.50.1.1.045,PAB - IMPLEM. POLITICAS REDE ALYNE,0.0
abril,1.7.1.3.50.1.1.042,AGENTES COMUNITARIOS DE SAUDE,81972.0
abril,1.7.1.3.50.1.1.027,APS -INCENT FINANC COMP PER CAPITA BASE POPULACION,56228.5
abril,1.7.1.3.50.1.1.025,APS - INCENT. FINANC. EQUIPES MULTIPROFISSIONAIS,14250.0
abril,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
abril,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,242400.0
abril,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,32356.72
abril,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,6000.0
abril,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,96925.74
abril,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
abril,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,15124.5
abril,1.7.2.9.51.0.1.006,Centro Dia,4000.0
abril,1.7.1.4.50.0.1.000,SALARIO EDUCAÇÃO-QESE,258210.01
abril,1.7.1.4.52.0.1.000,FNDE PNAE,144564.0
abril,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,3436.88
abril,1.7.1.4.99.0.1.001,OUTRAS TRANSF UNIAO EDUCAÇÃO,0.0
abril,1.7.1.4.53.0.1.000,FNDE PNATE,27196.17
abril,1.7.2.9.51.0.1.004,Media Complexidade - APAE,8500.0
abril,1.7.2.9.51.0.1.003,SCFV-Serv Convivência e Fortalecimento de Vínculo,14766.47
abril,1.7.2.9.51.0.1.001,SADS Proteção Básica - Humanizar,3000.0
abril,1.7.2.4.99.0.1.014,OUTRAS TRANSFERENCIAS ESTADO - SAÚDE,0.0
abril,1.7.2.4.99.0.1.013,FMAS BENEFICIOS EVENTUAIS,32220.94
abril,1.7.2.4.51.0.1.001,TRANSP ALUNOS ESTADUAL,315288.2
abril,1.7.2.4.50.0.1.022,SUS PAULISTA EXT DENGUE,0.0
abril,1.7.2.4.50.0.1.019,IGM - SUS,0.0
abril,1.7.2.4.50.0.1.013,PAB TAB SUS PAULISTA,510561.26
abril,1.7.2.4.50.0.1.011,CIRURGIA ELETIVAS,0.0
abril,1.7.2.4.50.0.1.002,MEDICAMENTOS FURP,0.0
abril,1.7.2.4.50.0.1.001,GLICEMIA,0.0
abril,9.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,-809.81
abril,9.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,-10632.34
abril,1.7.1.7.52.0.1.003,IGD-BF IND GESTÃO DESC MUN PROG BOLSA FAMILIA,10626.33
abril,1.7.2.1.53.0.1.000,Cota-Parte da Contribuição de Intervenção no Domín,14743.9
abril,1.7.1.7.52.0.1.005,PROGRAMA PRIMEIRA INFANCIA NO SUAS- CRIANÇA FELIZ,0.0
abril,1.7.1.7.52.0.1.018,Bloco Proteção Social Básica,7906.67
abril,1.7.1.7.52.0.1.019,Bloco Proteção Social Especial,16831.5
abril,1.7.1.7.99.0.1.001,OUTRAS TRASNF UNIAO ASS SOCIAL,0.0
abril,1.7.1.7.52.0.1.004,IGD-SUAS IND GEST DESC MUN SIST UNICO ASS SOCIAL,0.0
abril,9.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,-1383051.54
abril,1.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,1937485.61
abril,1.7.2.1.52.0.1.000,Cota-Parte do IPI - Municípios - Principal,53161.68
abril,9.7.2.1.51.0.1.000,Cota-Parte do IPVA - Principal,-387497.18
abril,1.7.2.1.50.0.1.000,Cota-Parte do ICMS - Principal,6915257.77
maio,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,69.52
maio,1.6.1.1.01.0.2.001,TARIFAS MULTAS/JUROS,14.35
maio,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,0.0
maio,1.6.1.1.01.0.3.001,DIV ATIVA TARIFAS,10684.53
maio,1.6.1.1.01.0.3.002,TARIFA AMPLIAÇÃO DIVIDA RECONHECIDA,5106.27
maio,9.6.1.1.01.0.3.002,DESCONTOS SOCIAIS DIV ATIVA ESGOTO,0.0
maio,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,0.0
maio,1.6.1.1.01.0.1.023,CERTIDÃO NEGATIVA DE DEBITOS AMBIENTAIS,0.0
maio,1.6.1.1.01.0.4.001,TARIFAS MULTA/JUROS DIV ATIVA,86.97
maio,1.7.1.3.50.1.1.023,APS - INCENT. FINANC. ESF/EAP,246300.0
maio,9.6.1.1.01.0.3.001,DESCONTOS SOCIAIS DIV ATIVA AGUA,0.0
maio,1.6.1.1.01.0.1.022,PARECER TECNICO AMBIENTAL,0.0
maio,1.6.1.1.01.0.1.006,TARIFS UTIL. ESGOTO SANITARIO,425.19
maio,1.6.1.1.01.0.1.020,CERTIFICADO DE DISPENSA DE LICENÇA CDL,0.0
maio,1.6.1.1.01.0.1.018,TARIFAS DE DISPOSIÇÃO DE RESIDUOS CONSTR.CIVIL,22320.0
maio,1.6.1.1.01.0.1.007,TARIFA ESGOTO REFERENTE POÇO,0.0
maio,9.6.1.1.01.0.1.006,DESCONTOS SOCIAIS ESGOTO,0.0
maio,1.6.2.1.02.0.1.001,Serviços de Transporte de Passageiros ou Mercadori,70853.23
maio,9.6.1.1.01.0.1.005,DESCONTOS SOCIAIS - ÁGUA,0.0
maio,1.6.1.1.01.0.1.005,TARIFAS DE CONSUMO DE AGUA,273.87
maio,1.6.1.1.01.0.1.004,VISTORIA DE SUPRESSÃO DE ARVORE EM CALÇADA,597.44
maio,1.6.1.1.01.0.1.001,TARIFA DE MANIFESTAÇÃO DE ORGÃO AMBIENTAL,36.48
maio,1.3.3.9.99.0.1.002,OUTORGA VARIÁVEL,27005.7
maio,1.3.2.2.01.0.1.001,DIVIDENDOS,0.51
maio,1.3.2.1.04.0.1.000,Remuneração dos Recursos do Regime Próprio de Prev,46302.49
maio,1.3.2.1.01.0.1.025,REC REM ASS SOCIAL - FEDERAL,1414.65
maio,1.3.2.1.01.0.1.024,REC REM ASS SOCIAL - ESTADUAL,6273.5
maio,1.6.1.1.01.0.1.021,AUTORIZAÇÃO DE CORTE DE ARVORE ISOLADA,1480.8
maio,1.6.9.9.99.0.1.001,PRESTAÇÃO DE SERVIÇO PATRULHA AGRICOLA,2858.28
maio,1.6.9.9.99.0.1.010,LIMPA FOSA,0.0
maio,1.6.9.9.99.0.1.003,SERVIÇOS DE LIGAÇÃO DE AGUA,0.0
maio,1.7.1.3.50.1.1.009,MANUTENÇÃO ACADEMIA DA SAUDE,3000.0
maio,1.7.1.3.50.1.1.022,APS -INCENTIVO COMPENSATORIO DE TRANSIÇÃO,32356.72
maio,1.3.2.1.01.0.1.023,REC REM EDUCAÇÃO - FEDERAL,34248.15
maio,1.7.1.3.50.1.1.006,PAB SAUDE BUCAL,96925.74
maio,1.7.1.3.50.1.1.004,PAB AG COMUNITARIO SAUDE,0.0
maio,1.7.1.2.52.1.1.000,Cota-parte da Compensação Financeira pela Produção,25033.51
maio,1.7.1.2.51.0.1.000,Cota-parte da Compensação Financeira pela Exploraç,1923.69
maio,9.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,-1746.93
maio,1.7.1.1.52.0.1.000,Cota-Parte do Imposto Sobre a Propriedade Territor,8734.66
maio,9.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,-1206747.67
maio,1.7.1.1.51.1.1.000,Cota-Parte do Fundo de Participação dos Municípios,6033738.49
maio,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,1061.72
maio,1.6.9.9.99.0.4.002,Outros Serviços - Dívida Ativa - Multas e Juros,0.11
maio,1.6.9.9.99.0.4.001,M/J DIV ATIVA PATRULHA AGRICOLA,0.0
maio,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,4514.46
maio,1.6.9.9.99.0.3.002,Outros Serviços - Dívida Ativa,3.44
maio,1.6.9.9.99.0.3.001,DIV ATIVA PATRULHA AGRICOLA,0.0
maio,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,0.0
maio,1.6.9.9.99.0.2.001,M/J PATRULHA AGRICOLA,0.0
maio,1.6.9.9.99.0.1.017,OUTRAS RECEITAS,1897.77
maio,1.6.9.9.99.0.1.016,OUTROS SERVIÇOS,14.53
maio,1.6.9.9.99.0.1.015,POSTAGEM,0.0
maio,1.6.9.9.99.0.1.013,AVISO CONTA VENCIDA,0.3
maio,1.6.9.9.99.0.1.011,AGUA POTAVEL PIPA,0.0
maio,1.6.9.9.99.0.1.007,MUDANÇA DE CAVALETE,29.76
maio,1.6.9.9.99.0.1.005,SERVIÇOS DE RELIGAÇÃO DE AGUA,0.0
maio,1.6.9.9.99.0.1.004,SERVIÇOS DE LIGAÇÃO DE ESGOTOS,0.0
maio,1.6.9.9.99.0.1.002,OUTROS SERVIÇOS,2788.06
maio,1.6.9.9.99.0.2.002,Outros Serviços - Multas e Juros,64.44
maio,1.2.1.5.01.1.1.002,Contribuição do Servidor Civil Ativo - Prefeitura,878053.18
maio,1.3.2.1.01.0.1.021,REC REND DUODECIMO CAMARA,5813.58
maio,1.1.2.2.01.0.3.005,DA OUT. TAXAS PREST SERVIÇOS,0.0
maio,1.1.2.2.01.0.3.004,DIV ATIVA REMOÇÃO LIXO,115677.29
maio,1.1.2.2.01.0.3.003,DIV ATIVA TX PROT ACIDENTES,9832.19
maio,1.1.2.2.01.0.3.002,DIV ATIVA TX INCENDIO,4933.95
maio,1.1.2.2.01.0.3.001,DIV ATIVA TX PREST SERVIÇOS,5806.0
maio,1.1.2.2.01.0.2.005,M/J OUT. TAXAS PREST SERVIÇOS,0.0
maio,1.1.2.2.01.0.2.004,M/J REMOÇÃO LIXO,1596.78
maio,1.1.2.2.01.0.2.003,M/J TX PROTEÇÃO DE ACIDENTES,153.58
maio,1.1.2.2.01.0.2.001,M/J TX PREST SERVIÇOS,156.07
maio,1.1.2.2.01.0.1.005,OUTRAS TAXAS PREST SERVIÇOS,0.0
maio,1.1.2.2.01.0.1.003,TAXA PROTEÇÃO DE ACIDENTES,58081.56
maio,1.1.2.2.01.0.1.002,REMOÇÃO LIXO DOMICILIAR,569941.83
maio,1.1.2.2.01.0.1.001,TAXA DE LIMPEZA IMOVEL URBANO,10251.39
maio,1.1.2.2.01.0.4.001,M/J DIV ATIVA TX PREST SERVIÇOS,4687.47
maio,1.1.2.1.50.0.4.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,1115.88
maio,1.1.2.1.50.0.2.000,Taxa de Fiscalização de Vigilância Sanitária - Mu,128.63
maio,1.1.2.1.50.0.1.000,Taxa de Fiscalização de Vigilância Sanitária - Pri,11988.67
maio,1.1.2.1.04.0.1.000,Taxa de Controle e Fiscalização Ambiental - Princi,11512.1
maio,1.1.2.1.01.0.4.000,M/J DIV ATIVA TX DE FISCALIZAÇÃO,5595.14
maio,1.1.2.1.01.0.3.000,DIV ATIVA TX FISCALIZAÇÃO,19765.3
maio,1.1.2.1.01.0.2.000,M/J TX FISCALIZAÇÃO,598.92
maio,1.1.2.1.01.0.1.006,TX DE UTIL AREA DOM PUBLICO,1002.94
maio,1.1.2.1.01.0.1.005,TX DE LICENÇA PARA EXECUÇÃO DE OBRAS,50164.42
maio,1.1.2.1.01.0.1.004,TX AUTORIZAÇÃO,0.0
maio,1.1.2.1.01.0.1.003,TX DE FUNC DE ESTAB EM HOR ESPECIAL,45875.83
maio,1.1.2.1.01.0.1.002,TX DE PUBLICIDADE COMERCIAL,13147.8
maio,1.1.2.1.01.0.1.001,TX DE LIC FUNC E ESTAB COMERCIAL,206511.97
maio,1.7.1.3.50.1.1.024,APS - INCENT. FINANC. MANUT PAG VALOR NOMINAL,0.0
maio,1.1.2.1.50.0.3.000,Taxa de Fiscalização de Vigilância Sanitária - Dív,6128.84
maio,1.3.2.1.01.0.1.022,REC REM EDUCAÇÃO - ESTADUAL,3408.5
maio,1.1.2.2.01.0.4.002,M/J DIV ATIVA TX INCENDIO,3150.86
maio,1.1.2.2.01.0.4.004,M/J DIV ATIVA REMOÇÃO LIXO,31092.14
maio,1.3.2.1.01.0.1.020,REC REND SAUDE FEDERAL,39140.29
maio,1.3.2.1.01.0.1.019,REC REND SAUDE ESTADO,22285.8
maio,1.3.2.1.01.0.1.018,RENDIMENTOS ESCOLA PROFISSIONAL,275.22
maio,1.3.2.1.01.0.1.014,REC REND DE BANC FUNDEB,57332.57
maio,1.3.2.1.01.0.1.010,REC REM DEP BANC CIDE,177.27
maio,1.3.2.1.01.0.1.008,REC REM OUT DEP REC VINCULADOS,7742.21
maio,1.3.2.1.01.0.1.007,REC REM DEP BANC FNAS,8802.03
maio,1.3.2.1.01.0.1.005,REC REM SERVIÇOS AÇÕES DE SAUDE,6346.81
maio,1.3.2.1.01.0.1.004,REC REM DEP BANC MDE,1390.16
maio,1.3.2.1.01.0.1.002,REC REM DEP BANC ROYALTIES,396.65
maio,1.3.2.1.01.0.1.001,REC REM OUTR DEP DE REC NÃO VINCULADA,3624.96
